trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.9080000000000101}",20,12,-5.394303070587045,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.9075000000000102}",30,0,-83.29113745366516,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9070000000000102}",30,0,-215.34327077005713,"{0: 17, 1: 5, 2: 3, 3: 1, 4: 4}",0
187,False,"{'a': 0.5, 'e': 0.9065000000000103}",30,0,-121.72826127408086,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9060000000000104}",20,15,3.5971431240264184,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.9055000000000104}",20,3,-24.737401919008832,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.9050000000000105}",25,6,-94.24006157413874,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
191,False,"{'a': 0.5, 'e': 0.9045000000000105}",30,4,-144.07508816203406,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 3}",1
192,False,"{'a': 0.5, 'e': 0.9040000000000106}",25,10,-62.80910086339191,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.9035000000000106}",25,0,-58.78126104709875,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.9030000000000107}",30,0,-133.44101615920476,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.9025000000000107}",20,7,-56.38455627854686,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.9020000000000108}",25,0,-75.75340562988083,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9015000000000108}",25,0,-94.3483604872204,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9010000000000109}",20,0,-35.116126988034175,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.900500000000011}",25,0,-49.91668242096602,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.900000000000011}",20,0,-103.12640060082805,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.8995000000000111}",30,19,6.8041048271387945,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.8990000000000111}",35,0,-109.62695091709573,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",1
203,False,"{'a': 0.5, 'e': 0.8985000000000112}",20,0,-139.4179359399511,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.8980000000000112}",25,1,-164.26629959061512,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 3}",1
205,False,"{'a': 0.5, 'e': 0.8975000000000113}",20,0,-30.834820798548087,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.8970000000000113}",30,0,-75.30189526764599,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.8965000000000114}",25,6,-109.05249854558839,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 3}",1
208,False,"{'a': 0.5, 'e': 0.8960000000000115}",30,12,-95.73431564146725,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.8955000000000115}",30,0,-89.52999869523902,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.8950000000000116}",25,0,-132.7804409992363,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.8945000000000116}",20,0,-85.46249844983683,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.8940000000000117}",20,13,-12.743825085074192,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.8935000000000117}",25,0,-76.85609971342038,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.8930000000000118}",20,5,-38.45082825216173,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.8925000000000118}",25,8,-61.97524123062164,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.8920000000000119}",20,0,-74.09729326739372,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.891500000000012}",30,16,-32.56578954853919,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.891000000000012}",20,0,-70.44500177660392,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.8905000000000121}",25,0,-190.2768827721228,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.8900000000000121}",25,1,-158.6420530638189,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 2}",1
221,False,"{'a': 0.5, 'e': 0.8895000000000122}",20,8,-48.60571130036267,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.8890000000000122}",20,0,-95.87033139976553,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.8885000000000123}",20,0,-34.27359133102626,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.8880000000000123}",20,0,-146.42852516273086,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.8875000000000124}",25,0,-138.93429089461512,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.8870000000000124}",25,0,-151.5613878062695,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
227,False,"{'a': 0.5, 'e': 0.8865000000000125}",20,0,-40.00010825011947,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.8860000000000126}",30,0,-89.1396658329311,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.8855000000000126}",20,0,-99.53657235658085,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.8850000000000127}",20,0,-35.16513418610673,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.8845000000000127}",20,0,-1.462676120969024,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.8840000000000128}",25,0,-78.94598047636869,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.8835000000000128}",20,3,-187.88039575369072,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 4}",1
234,False,"{'a': 0.5, 'e': 0.8830000000000129}",20,2,-125.50367090850668,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 2}",1
235,False,"{'a': 0.5, 'e': 0.8825000000000129}",20,0,-65.67936639033711,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.882000000000013}",25,0,-96.28756365625048,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.881500000000013}",25,0,-38.14264072590731,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.8810000000000131}",25,0,-166.45347981564757,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
239,False,"{'a': 0.5, 'e': 0.8805000000000132}",30,0,-162.10769879074252,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.8800000000000132}",20,13,-5.967630218977405,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.8795000000000133}",30,13,-31.844847802453458,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.8790000000000133}",25,0,-62.2556087907748,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.8785000000000134}",20,14,11.250793647238917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.8780000000000134}",20,0,-115.51710910824336,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.8775000000000135}",30,12,-25.7695611723859,"{0: 12, 1: 5, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.8770000000000135}",20,0,-103.17511975156326,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.8765000000000136}",30,0,-117.1989468040101,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.8760000000000137}",20,0,-82.01356166502033,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.8755000000000137}",25,17,12.217251706670867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.8750000000000138}",25,0,-142.12555011034365,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.8745000000000138}",25,0,-54.43746280027234,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.8740000000000139}",30,0,-110.94372008537233,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.8735000000000139}",20,0,-8.475837502128643,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.873000000000014}",20,0,-64.36586566174734,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.872500000000014}",20,9,-82.71116349153002,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
256,False,"{'a': 0.5, 'e': 0.8720000000000141}",20,0,-138.6033386955426,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.8715000000000142}",20,0,-99.7231945062754,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.8710000000000142}",25,0,-177.0781297090631,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.8705000000000143}",20,0,-146.28019582020926,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
260,False,"{'a': 0.5, 'e': 0.8700000000000143}",35,0,-135.095897999028,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.8695000000000144}",20,0,-105.84544991898345,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.8690000000000144}",20,0,-45.98873139673723,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.8685000000000145}",35,0,-106.7160833569045,"{0: 28, 1: 1, 2: 2, 3: 2, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.8680000000000145}",25,11,-37.371001785725,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.8675000000000146}",20,4,-61.77357265541446,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.8670000000000146}",20,0,-82.08254273127453,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.8665000000000147}",30,0,-96.70740942005176,"{0: 17, 1: 3, 2: 10, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.8660000000000148}",20,0,-61.81268483072031,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.8655000000000148}",20,0,-52.56846276645471,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.8650000000000149}",25,0,-122.21336430908681,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.8645000000000149}",30,0,-121.40844561849386,"{0: 18, 1: 6, 2: 3, 3: 2, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.864000000000015}",20,0,4.326840517551306,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.863500000000015}",25,0,-126.76537021242078,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.8630000000000151}",25,11,-101.28094276827247,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
275,False,"{'a': 0.5, 'e': 0.8625000000000151}",20,13,-9.393809728421422,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.8620000000000152}",30,0,-268.52204635097854,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 5}",0
277,False,"{'a': 0.5, 'e': 0.8615000000000153}",20,0,-23.07597484813146,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.8610000000000153}",25,3,-64.23586419531813,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.8605000000000154}",20,5,-100.22118420237089,"{0: 7, 1: 2, 2: 4, 3: 1, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.8600000000000154}",25,0,-127.99998634318638,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.8595000000000155}",20,0,-45.15503876381969,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.8590000000000155}",35,0,-233.64456012016882,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 5}",0
283,False,"{'a': 0.5, 'e': 0.8585000000000156}",30,0,-23.385932327657727,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.8580000000000156}",20,9,-57.90278106580035,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.8575000000000157}",25,0,-115.42065419059576,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.8570000000000157}",20,0,-52.613019659516574,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.8565000000000158}",20,0,-12.739723368809672,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.8560000000000159}",20,0,8.147684709578968,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.8555000000000159}",25,0,-159.85422811739852,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
290,False,"{'a': 0.5, 'e': 0.855000000000016}",20,0,-88.66840976477835,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.854500000000016}",30,0,-232.41000314076564,"{0: 14, 1: 7, 2: 5, 3: 0, 4: 4}",0
292,False,"{'a': 0.5, 'e': 0.8540000000000161}",30,16,-25.402049711544162,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.8535000000000161}",30,16,-20.0508849560373,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.8530000000000162}",25,0,-124.29582287664992,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.8525000000000162}",25,0,-85.44961766700513,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.8520000000000163}",30,0,-77.52684706077156,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8515000000000164}",20,0,-103.03718013009424,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",1
298,False,"{'a': 0.5, 'e': 0.8510000000000164}",20,0,-85.04852260069264,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8505000000000165}",20,0,-63.05982704757631,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.8500000000000165}",25,0,-78.64875623718933,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.8495000000000166}",20,0,-102.43264075265515,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.8490000000000166}",20,5,-45.22965405740098,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.8485000000000167}",20,0,-103.86357620260728,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.8480000000000167}",20,0,-106.22938075667254,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.8475000000000168}",20,0,-20.04549775059722,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8470000000000169}",30,0,-150.8650227040926,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
307,False,"{'a': 0.5, 'e': 0.8465000000000169}",25,0,-45.73755121953795,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.846000000000017}",20,0,-92.52870525603976,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.845500000000017}",30,0,-93.26333319355317,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.8450000000000171}",35,4,-113.87524437494596,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.8445000000000171}",20,11,-34.84878863303631,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.8440000000000172}",30,0,-182.42064322216333,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
313,False,"{'a': 0.5, 'e': 0.8435000000000172}",25,0,-81.99048744225547,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.8430000000000173}",20,0,-109.90867604877106,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.8425000000000173}",25,0,-61.13905027277368,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.8420000000000174}",30,5,-88.60311121904107,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.8415000000000175}",25,9,-81.79114082208027,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.8410000000000175}",25,0,-87.16290588342947,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.8405000000000176}",20,0,11.372272095104016,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.8400000000000176}",20,0,-57.758851075354364,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.8395000000000177}",25,11,3.555221608961319,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.8390000000000177}",25,0,-38.075677431651584,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.8385000000000178}",30,0,-78.02712966854916,"{0: 19, 1: 7, 2: 3, 3: 0, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.8380000000000178}",25,0,-158.68084780459324,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
325,False,"{'a': 0.5, 'e': 0.8375000000000179}",25,13,-29.70755346728002,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.837000000000018}",20,6,-28.58996666338459,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.836500000000018}",35,19,-50.68916557408937,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.8360000000000181}",20,0,-44.25876056225701,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.8355000000000181}",20,0,-64.83648657414123,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.8350000000000182}",20,2,-60.264749006199466,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.8345000000000182}",25,0,-83.48216171040309,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.8340000000000183}",20,0,-93.07636254940849,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.8335000000000183}",30,0,-131.2058218205156,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8330000000000184}",25,0,-131.21630903688282,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.8325000000000184}",20,0,-46.0033973319741,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.8320000000000185}",30,14,0.603992283889875,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.8315000000000186}",20,6,-64.28637882830996,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
338,False,"{'a': 0.5, 'e': 0.8310000000000186}",30,3,-58.79328004014537,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.8305000000000187}",20,6,-41.31729181348104,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.8300000000000187}",20,14,-1.6464383875689828,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.8295000000000188}",20,11,1.7638774009621883,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.8290000000000188}",20,0,-42.185697012832186,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.8285000000000189}",20,0,-192.2144668273258,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
344,False,"{'a': 0.5, 'e': 0.8280000000000189}",20,9,-20.281341156966388,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.827500000000019}",20,10,-32.865130010808095,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.827000000000019}",20,0,-50.312282680269426,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.8265000000000191}",20,0,-21.634339666580765,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8260000000000192}",20,0,-137.73085910480458,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
349,False,"{'a': 0.5, 'e': 0.8255000000000192}",20,0,-177.29998170816805,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 4}",0
350,False,"{'a': 0.5, 'e': 0.8250000000000193}",20,0,-68.24559590739439,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.8245000000000193}",25,11,-102.16441609657723,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 2}",1
352,False,"{'a': 0.5, 'e': 0.8240000000000194}",20,7,-10.578493592408535,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.8235000000000194}",30,0,-120.30913164934807,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.8230000000000195}",25,0,-27.469147134710273,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.8225000000000195}",20,8,-13.450550576791716,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.8220000000000196}",30,0,-162.09059210428225,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 3}",0
357,False,"{'a': 0.5, 'e': 0.8215000000000197}",20,0,-9.858115164205838,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.8210000000000197}",25,0,-37.10648880988036,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.8205000000000198}",20,0,-115.32845822167897,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.8200000000000198}",30,0,-128.44441805812215,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.8195000000000199}",25,0,-167.02572554718725,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.8190000000000199}",20,0,-121.38738920644256,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
363,False,"{'a': 0.5, 'e': 0.81850000000002}",30,14,-135.45669041390943,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 2}",1
364,False,"{'a': 0.5, 'e': 0.81800000000002}",20,0,-84.00132980855831,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.8175000000000201}",20,0,-33.28431267713549,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.8170000000000202}",25,5,-120.72116112639542,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",1
367,False,"{'a': 0.5, 'e': 0.8165000000000202}",20,4,-56.6317123788344,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
